t_start_ms,t_end_ms,x_mean,x_std,x_var,x_skew,x_kurt,x_p2p,x_sma,x_energy,x_zcr,y_mean,y_std,y_var,y_skew,y_kurt,y_p2p,y_sma,y_energy,y_zcr,z_mean,z_std,z_var,z_skew,z_kurt,z_p2p,z_sma,z_energy,z_zcr,mag_mean,mag_std,mag_var,mag_skew,mag_kurt,mag_p2p,mag_sma,mag_energy,mag_zcr,y_dom_freq,y_dom_power,y_spec_centroid,y_spec_entropy,y_band05_1,y_band1_3,mag_dom_freq,mag_dom_power,mag_spec_centroid,mag_spec_entropy,mag_band05_1,mag_band1_3,label
993,5984,-0.5438470915226418,-2.857368180250107,-2.24218247120422,-0.07054604939239664,3.8103495458773105,-1.9111273655231067,-2.862700350093989,-2.2487992877539984,2.708894120940375,1.0477668459913942,-2.863802677905712,-2.46147919362727,1.6511289527342,2.548220435203114,-2.0923985444245226,-2.8384760695663873,-2.448421786431922,3.8410894609104353,-0.12765070263912728,-3.436407329987685,-2.5768845357066077,1.966041171126466,0.18824870395627047,-3.898761411447025,-3.1542167053767973,-2.5761245355566595,3.4192562102602304,-3.5563909063475854,-1.7940764167280054,-1.4833138340445973,1.936769581477105,1.6973670018600255,-0.8292318669984219,-3.5563909063475854,-3.0716223116300574,0.0,-7.348469228074524,-1.9999624989171818,2.9981199561048197,3.1715758979953175,-1.5914830586502997,-1.0580366940482058,0.0,1.705047600020833,0.5789303324975463,-0.18649801971429392,-1.0313493928622435,-1.9508527687673898,freestyle
3494,8487,-1.0799829484501993,-2.3910424723221926,-2.0160212959925414,0.875417838919666,0.7121361308223705,-1.9111273655231067,-2.24160811353016,-2.0161215230841147,2.708894120940375,1.3688066321311312,-2.5424287249911672,-2.282268321629659,-0.8645461363714599,1.6656792100511644,-2.0923985444245226,-2.4965659527163324,-2.260008250507182,3.8410894609104353,-0.13594024225480983,-2.5911413841737594,-2.2287911403872473,2.439677234018643,4.685080736057468,-0.9268852982045602,-2.6776245804793946,-2.229029960755762,2.997599054286435,-2.896470498824649,-1.630789496016351,-1.3766983557384227,0.476331803677762,0.7849061711890595,-0.9304752469211484,-2.896470498824649,-2.7445970665607793,0.0,0.1360827634828688,-0.5159541305568417,1.6679070119292057,1.4536864177040618,-1.3903672371771896,-0.9578527651320833,0.0,-1.9175984767861962,3.8009122758699103,2.9871453266785677,-0.5469758373676297,-1.167025238045013,freestyle
5994,10987,0.20828069943606406,-2.8045628978130335,-2.2189603449562423,0.9402213641404714,-0.031874488852950744,-3.0923743253103444,-2.459055532368848,-2.22734450706944,2.1423953504015136,-0.005378712418415294,-2.404699063037713,-2.198863574603608,-2.5467856058129765,1.2310746183130503,-1.8561543462955024,-2.355220973802076,-2.200261818323258,2.363747360560268,-0.12403082879166814,-2.1531099957139004,-1.9824684917302569,3.090430815682754,2.3774879047312436,-0.9268852982045602,-2.2427487219356212,-1.9834295206258128,2.1542847423388447,-2.8921167238090333,-1.9670103192761328,-1.5916086128261369,0.8482462311532649,1.4372400726095573,-0.9987271739264437,-2.8921167238090333,-2.7686989849466497,0.0,0.1360827634828688,-3.838223575331589,4.910896868976714,3.874555419007458,-1.2015027334484276,1.0297704369881604,0.0,-2.4623783624727977,3.4975545897539178,2.794440247311102,-1.051956366434301,-0.6434408975171326,freestyle
8497,13491,1.9169005257480785,-1.4704352370600196,-1.4299261308301927,5.2790922565498395,5.416774058040508,0.5141603130764347,-1.8330432662351943,-1.4107688049656175,-0.12359973175393414,0.08300311179536934,-2.799463949967015,-2.427327803992403,-2.462050161771552,3.237968504282407,-2.1599930593061276,-2.760516399852492,-2.4275222420833056,0.8864052602101001,-0.4600427859064809,-2.241093884491593,-2.0355578960498932,3.101969115434755,2.9858115930406144,-0.8529631678649121,-2.534928992377706,-2.0353488533762114,2.997599054286435,-2.814680907601046,1.4706142648072325,1.4527521530115255,4.139592989732282,5.725809659661906,2.5672397095363944,-2.814680907601046,-2.350649322771859,0.0,0.1360827634828688,1.4701252889112961,0.32966732521881775,-0.9617517779202058,-1.4938294581799716,-1.394156999141563,0.0,0.91883179399528,1.1100649250879502,0.6078012900538023,-0.7427631670073754,-1.7876011678524273,freestyle
10997,15991,2.6553719636659685,0.26063706014576626,0.17406455182825803,2.1561664474159357,0.41548347931729457,1.100386650564899,-0.15547654640181735,0.2192552246276394,-0.12359973175393414,0.6826777546195056,-1.1509952633344838,-1.2575459753942937,0.44201449077094485,1.8370852165715033,-0.638955221801944,-1.369298913064421,-1.2596303819349728,-0.5909368401400682,-1.3775664345775993,-0.9692943019693859,-1.091557846815796,0.333306996371951,1.1777537015572381,0.22632027140569633,-1.4534933930938794,-1.083612573748206,1.3109704303912542,-1.039725198039568,3.7584694413912425,4.519597231782558,0.0009451213203615705,-0.6920278790756365,2.5672397095363944,-1.039725198039568,-0.6398989273561099,0.0,0.1360827634828688,0.6653725963612481,-0.7640742302787329,-0.44589880726014536,-1.2060680813164966,-1.078708166761848,0.0,-4.371776548432074,3.641545930620295,3.955654759741386,-0.8590727749232125,5.088906488435704,freestyle
13501,18494,1.078668926869721,0.8135313796653569,0.8244498877041965,-0.1550331014154934,-0.11068064385548598,1.601711476774418,0.7692361010170371,0.8262778752458911,-0.12359973175393414,-0.4755436182124824,0.5825760041188149,0.5847037332074451,0.8320233211363268,-0.2926119003410737,0.20764241843583367,0.5758461947767518,0.5714565476661442,-0.5909368401400682,-2.217249099668488,0.8195772940142285,0.8784516012830509,0.8273401628764927,-0.22432493316028296,1.5067167366928464,0.473556395980064,0.9001434255861803,1.3109704303912542,0.8361285038410611,0.6948592643092697,0.6016825804858992,-1.7383834794448192,0.16930786137245726,1.4535744508814128,0.8361285038410611,1.011572908265112,0.0,0.1360827634828688,0.16621984565681416,0.13992161232217368,0.2649757895936445,0.2083775160195921,1.55875181368803,0.0,-0.8307177394295281,0.434253875517559,0.4862971664473944,-0.3740628726334854,1.9743738934062887,freestyle
16001,20994,-0.24049016292365968,0.1998053515897964,0.10658877073085869,-1.008097198856008,0.16586751055106544,0.19227216750963502,0.16327399785366303,0.09965236185459471,0.4428990387849278,0.4602110878452375,0.07744753850181996,-0.016871770246531092,0.7564662587315191,0.23331523830666068,0.20764241843583367,-0.06613198282136531,-0.029287502188122778,0.39395789342671067,-0.044087595583843876,1.0529226074683873,1.1907738050700332,0.2500171042465178,-0.27621946447068985,1.5067167366928464,0.8078173261873252,1.180621152172131,0.045998962469868086,0.43700328340320665,0.5652332914111927,0.46879611951154637,-1.2161097739829145,-0.31888504348000096,0.8840111246672122,0.43700328340320665,0.4786628272221187,0.0,0.1360827634828688,-1.737891478499015,0.3472953112524409,0.8500338713137783,1.1340524747684353,-0.13238189787488056,0.0,-0.5315805249829698,-0.2947701790894544,-0.29607592840039537,-0.8995124695447562,-0.3268834725955827,freestyle
18504,23497,-0.40631686302554126,-0.22565679172010497,-0.34271912065323296,0.5286963518602532,-0.3563914324554594,-0.16501919664600903,-0.20896635576994216,-0.34914987262956726,-0.12359973175393414,1.8194609310145207,-0.28387290910110247,-0.4144982027181273,0.5261596988329058,-0.3429474219038534,-0.4810260463444851,-0.30894144318775996,-0.3838273193320806,0.39395789342671067,2.112484719784938,0.4004723696613369,0.34957238317716605,-0.9095943551579291,0.4904613030852239,0.6943456578736207,0.23879379963896524,0.37356642189256084,-1.2189725054515177,-0.10992421066046017,0.3646678975855509,0.2684474644943428,0.366043192834622,0.2708676131989066,1.0160208568114046,-0.10992421066046017,-0.19902299704386395,0.0,0.1360827634828688,-0.2972233772068448,-0.10585710173642554,0.5816610701474775,-0.5040492099709959,0.516180214835597,0.0,-1.5439054852813432,0.5277669459807405,1.0753732884160316,-0.13440006747676553,0.30196130257144144,freestyle
21004,25997,-1.567127423579893,-0.3077350252026278,-0.42484246792576347,0.3938174294972802,-0.2804056199075975,-0.16501919664600903,-0.30189189492041985,-0.4145028246754711,-0.6900985022927961,0.5629112081993752,0.37701491297663736,0.3334650237660407,0.4831011701347025,-0.9738725066389019,-0.19734268793391455,0.5557612124435793,0.3202237026336954,-1.0833842069234574,2.782119198328837,-0.204632263919073,-0.3413303033139222,-1.1039514054702726,1.172857258197182,0.6491167278647016,-0.29174356282802044,-0.2928397845828049,-0.7973153494777226,-0.10618419053590601,-0.24270987887979997,-0.2992857453959383,0.7917184888787497,1.2053344487734017,0.9053163999002684,-0.10618419053590601,-0.2647234914051613,0.0,0.1360827634828688,-0.23147030019296314,-0.6833138165165826,-0.2045427806998292,0.6225151749207377,-0.31573008991065094,0.0,-1.612093337528421,0.05779086008520492,0.6849419932932437,-0.09447308435388392,-0.1348864904030621,freestyle
23507,28501,-0.5951968951816485,0.07272245085164873,-0.031762952827916524,0.14954355968559227,-0.29678732204458125,-0.02611148341742187,0.0711501705074384,-0.03662932349273043,-0.6900985022927961,0.02337224659330812,0.7154467134560878,0.751794039716496,0.5607276656685455,-0.675775121711785,0.783430045273509,0.8592239738485552,0.7330052041427734,-1.0833842069234574,0.8857321190620864,0.3231939778409625,0.2565522238486241,-0.3208400660429629,0.06998583829771901,0.610760464475887,0.2176801655983238,0.2551487589515572,0.045998962469868086,0.3324850139402021,0.10369163249184309,0.01732307887099407,0.08497669493586288,-0.04129923704154797,0.05727673399443259,0.3324850139402021,0.29334883766298403,0.0,0.1360827634828688,0.24585268854537667,-0.28488648573110603,-0.05850890512519092,-0.0005845473276501824,0.2323103030847105,0.0,-1.1861616885904807,0.256999571273251,0.7043885006394285,-0.38514424536609976,0.5208082171442394,freestyle
