timestamp_ms,ax_g,ay_g,az_g
3084,0.462,0.058,0.871
3094,0.411,0.057,0.872
3104,0.377,0.048,0.883
3114,0.359,0.043,0.895
3124,0.354,0.045,0.897
3134,0.367,0.053,0.903
3144,0.392,0.059,0.91
3154,0.41,0.058,0.898
3164,0.423,0.051,0.897
3174,0.428,0.042,0.898
3184,0.433,0.03,0.898
3194,0.44,0.013,0.903
3204,0.439,-0.001,0.92
3214,0.442,-0.006,0.929
3224,0.438,-0.001,0.933
3234,0.438,-0.001,0.933
3244,0.432,0.004,0.94
3254,0.427,0.016,0.936
3264,0.428,0.029,0.914
3274,0.424,0.027,0.912
3284,0.418,0.021,0.901
3294,0.425,0.009,0.897
3304,0.427,-0.012,0.906
3314,0.431,-0.035,0.913
3324,0.431,-0.053,0.915
3334,0.43,-0.07,0.916
3344,0.428,-0.08,0.919
3354,0.424,-0.081,0.916
3364,0.419,-0.075,0.905
3374,0.425,-0.057,0.892
3384,0.43,-0.033,0.876
3394,0.436,-0.001,0.857
3404,0.436,0.028,0.843
3414,0.436,0.049,0.84
3424,0.428,0.064,0.84
3434,0.413,0.073,0.848
3444,0.398,0.075,0.853
3454,0.381,0.077,0.858
3464,0.374,0.089,0.861
3474,0.37,0.098,0.882
3484,0.361,0.11,0.886
3494,0.345,0.126,0.883
3504,0.336,0.139,0.896
3514,0.326,0.159,0.893
3524,0.313,0.171,0.892
3534,0.305,0.181,0.904
3544,0.3,0.191,0.905
3554,0.302,0.184,0.911
3564,0.304,0.167,0.914
3574,0.302,0.144,0.909
3584,0.292,0.114,0.905
3594,0.278,0.082,0.9
3604,0.269,0.052,0.886
3614,0.265,0.036,0.896
3624,0.271,0.049,0.927
3634,0.291,0.102,0.958
3644,0.315,0.173,0.958
3654,0.341,0.224,0.936
3664,0.361,0.251,0.888
3674,0.364,0.253,0.845
3684,0.354,0.237,0.81
3694,0.349,0.214,0.813
3704,0.35,0.21,0.82
3714,0.367,0.213,0.837
3724,0.396,0.239,0.842
3734,0.424,0.265,0.841
3744,0.448,0.284,0.834
3754,0.468,0.29,0.843
3764,0.478,0.305,0.848
3774,0.479,0.315,0.845
3784,0.478,0.318,0.848
3794,0.482,0.317,0.855
3804,0.497,0.301,0.86
3814,0.519,0.295,0.858
3824,0.542,0.295,0.86
3834,0.567,0.301,0.863
3844,0.583,0.31,0.862
3854,0.585,0.301,0.853
3864,0.585,0.285,0.845
3874,0.576,0.269,0.84
3884,0.566,0.25,0.841
3894,0.563,0.248,0.84
3904,0.567,0.251,0.837
3914,0.567,0.254,0.837
3924,0.571,0.246,0.83
3934,0.573,0.242,0.826
3944,0.569,0.229,0.817
3954,0.56,0.219,0.816
3964,0.551,0.202,0.824
3974,0.551,0.19,0.843
3984,0.553,0.176,0.851
3994,0.559,0.17,0.867
4004,0.559,0.164,0.876
4014,0.548,0.157,0.864
4024,0.541,0.145,0.843
4034,0.534,0.14,0.829
4044,0.527,0.133,0.81
4054,0.526,0.132,0.8
4064,0.52,0.136,0.795
4074,0.517,0.155,0.808
4084,0.52,0.192,0.814
4094,0.518,0.25,0.807
4104,0.52,0.306,0.787
4114,0.534,0.368,0.777
