t_start_ms,t_end_ms,x_mean,x_std,x_var,x_skew,x_kurt,x_p2p,x_sma,x_energy,x_zcr,y_mean,y_std,y_var,y_skew,y_kurt,y_p2p,y_sma,y_energy,y_zcr,z_mean,z_std,z_var,z_skew,z_kurt,z_p2p,z_sma,z_energy,z_zcr,mag_mean,mag_std,mag_var,mag_skew,mag_kurt,mag_p2p,mag_sma,mag_energy,mag_zcr,y_dom_freq,y_dom_power,y_spec_centroid,y_spec_entropy,y_band05_1,y_band1_3,mag_dom_freq,mag_dom_power,mag_spec_centroid,mag_spec_entropy,mag_band05_1,mag_band1_3,label
78007,83000,-0.6741753526642017,1.6096155873348341,2.0490462711545328,-0.5099132012958492,-0.8559591839664442,1.0807953304653013,1.7726819497842794,2.0165753909378643,0.48000072577460073,1.2208604639926748,-0.0509007029183629,-0.17100866635168174,-1.8040881696731461,0.05174313054994975,-0.2522339392375197,-0.013725415988828716,-0.1400888915275623,1.1542998733585343,-0.90501444251291,0.35891025098098217,0.31607620287615695,0.966125466726171,-0.5650982205018992,0.3769355098747915,0.15007380688396546,0.31239950339019196,1.005231072810681,0.8753963998245188,0.8224331228633507,0.8676138632746426,-0.8329684735918453,-0.9974409678203534,0.9467652946659277,0.8753963998245188,1.0799616762143571,0.0,-0.7701540462086657,-0.8860320439853417,0.4561225810218002,1.0689854448262972,-0.4268237713391049,0.8973904720983314,0.0,-1.2779077481059848,1.6556950348106985,0.9161049526325188,-0.7304560848436239,2.3038526558801364,freestyle
80507,85500,1.6275819608740125,1.026101321355671,1.1946336214870055,-1.1340280575134465,-0.8261103453198828,1.0383014899829124,1.0206956418813766,1.2360188859779542,1.0017406450948176,1.0351398582155389,0.3285249452077968,0.29947749862483186,-0.7480155405043389,-0.5697784420161955,-0.07864287565855327,0.4767674906596849,0.30376421325501896,0.42373033325819603,0.49167208070760976,-0.7518738682280692,-0.8363428717227996,-0.22575726350085668,1.188786630507275,-0.004829593873489059,-1.1205781103580847,-0.8860191530999553,1.005231072810681,0.39584263023092814,0.42366478715590294,0.38660018940919105,0.41849379032430906,0.08270523600050704,0.9467652946659277,0.39584263023092814,0.42079708401066584,0.0,0.9801960588110281,-0.014686949617750767,-0.16156874086007825,-0.08398953547149282,0.9977695902517772,0.31991863061651105,0.0,0.0019094944978410623,0.015655074084396734,-0.23241961538034767,-0.1653404774533384,0.2243982473908475,freestyle
83010,88003,0.5572826384197704,0.5011046122450997,0.4934681755904934,-0.6988597372504759,-0.38417707476581264,0.6155452690915547,0.3709193223591537,0.47253798641042183,1.0017406450948176,-0.9786473260327724,0.25335559227067816,0.2037582896255602,-0.03151033284345464,-0.5834572048417488,-0.1787685232178109,0.33895610412787663,0.1956718338551517,-0.3068392068421423,1.2626008096095251,-0.805781850981858,-0.8874312683256034,-1.0439902534763632,1.5592136955113074,-0.1489177970741134,-0.9110752683661362,-0.8635633001361727,-0.47304991661678975,0.11543659679653587,-0.2080779244200955,-0.31535716148833454,1.372208166741876,0.2485982311850104,-0.02073803892856533,0.11543659679653587,0.004970100940116056,0.0,-0.7701540462086657,0.474747798898607,-0.26770551034746404,-0.4401754878121596,-0.16469693515705355,0.26338832936772316,0.0,0.9425649874956701,-0.13261139669456037,-0.4525747213150089,-0.674648164460272,0.2703832620044334,freestyle
85510,90503,-1.2542508781781507,0.4189481713612421,0.38953414254585833,0.33211367905060324,0.4257211949615429,0.4457733530341459,0.2766539117823422,0.3984779563823488,1.0017406450948176,-1.6079224083948214,0.4170367053098555,0.41377636297027864,-0.2789185220381353,-0.8202342877588512,-0.47656167591529763,0.52011638654856,0.48179260622325115,0.42373033325819603,0.01909643882115709,0.5109075799661785,0.48856738937705874,-0.39325599950972107,-0.2382356711162053,0.3737467568193679,0.46490473069715793,0.4314681709665324,-0.47304991661678975,0.4819366812656978,0.3844131257114898,0.34083964789762555,0.36207058269085807,-0.7060981872374382,0.13947200497932155,0.4819366812656978,0.5204525377072693,0.0,0.9801960588110281,-0.08214094064799303,-0.2462249095795779,-0.38120726349583944,0.4366566243439156,-0.20332772806510066,0.0,-0.4940822684992325,0.5649992870112343,0.5919808373208503,0.9915139549078772,1.521610009386165,freestyle
88013,93006,-1.1024300666522904,0.25466184785039275,0.18639999852634845,-0.35341142244608803,-0.18148815420157227,0.3238136392740255,0.19057609803509992,0.18750615029753998,-0.5634791128658339,-0.08030503441695946,0.46636355885780717,0.4782202001103727,0.16754930415826835,0.11253735331680573,1.754637052283023,0.22193446827372512,0.423382808694694,0.42373033325819603,-1.231224658126707,1.5911277595482143,1.8170460306149916,0.44557385006499534,-1.2935488606838885,0.37532060100481124,1.7629265321886491,1.8601160927643234,-1.212190411330525,0.6955008713137885,1.1168271473198816,1.2415587925921188,0.5143619573657885,-0.09285142824348011,1.1780220975287805,0.6955008713137885,0.8933174577200352,0.0,-0.7701540462086657,-0.8063488642878892,-0.2596305041426033,0.27075873979567094,1.7674854300701792,0.9342520888175138,0.0,-2.606773673380668,0.25387855126903536,1.1078463409656167,2.884093558158198,-0.0592289702046998,freestyle
90513,95506,0.3740193413139123,-0.026751483357217273,-0.1469962843260178,0.3278139204637998,-0.44134831460169754,0.13121322143136216,-0.024185911230909223,-0.16837341251456284,-1.6069589515062686,1.2867102256468255,-0.42873632597053063,-0.6081281198519211,0.5561694991947389,0.6700231517907999,0.9023309423167734,-0.5418406367730411,-0.5640043488104115,0.05844556320802656,-0.12762964838564625,0.8606970154749319,0.8990498907948488,-0.2656404533731053,-0.5064619009828316,0.37532060100481124,0.8686093720850654,0.8449395484090729,-0.47304991661678975,0.023230445691868787,0.6528884193422443,0.6595141746065969,1.494178088231549,2.1129684697217916,1.2101320099630735,0.023230445691868787,0.013833501191818993,0.0,-0.7701540462086657,-0.6292406242197077,-0.24838859850778525,0.1100155757323825,-0.3660347564284383,-0.8706370965308945,0.0,-1.1629252900901335,0.04716808116280378,0.36069353575677887,0.0005138896964144297,-0.03598263240002798,freestyle
93016,98009,1.5778405652328864,0.6063023894341844,0.6288393478916828,-0.6830140502424686,-0.9154680868723686,0.5312769461034356,0.6268473882965626,0.6699387286773065,-0.041739193545617025,1.0788417023602472,-0.3386789984691384,-0.5067842005655687,-1.3272639788475105,0.18960692038306293,0.6999528642109653,-0.29240279055467,-0.48897741444129617,0.42373033325819603,0.8501668625478611,-0.2414760995714687,-0.330437279620268,-1.2546277989180414,0.9346475852487686,-0.039034527462721375,-0.3053307009961188,-0.3531350402665189,1.005231072810681,0.04721772912695552,0.6755643285432803,0.687039299801749,-0.1800637369455682,-0.8934399831459611,0.23002406362618247,0.04721772912695552,0.04460317907865407,0.0,-0.7701540462086657,0.15528928937267808,0.2248457876177689,0.3458295307570344,-1.2089899221488758,0.22925629618758173,0.0,0.7551257480863267,1.0532130945667353,0.3754875197483818,-0.42895927636497994,0.7968329684063897,freestyle
95516,100509,0.397499759120587,0.9095832594720533,1.0334910551544254,-0.6071968324987919,-0.7450273293520355,0.6471860659781137,0.8533460759392222,1.003816873937162,-0.041739193545617025,-0.5947924668095429,0.3840491418224655,0.3709771932846806,-0.8330515534829048,-0.2416015045094014,0.6999528642109653,0.24206992284779316,0.3325663315590313,-0.3068392068421423,1.1052065576316286,0.2842362245793514,0.23263871108316203,-1.7254315701734562,1.615640950231944,1.3606855511088687,0.07660239802223663,0.238789166731546,1.7443715675244158,0.5859549780306469,0.7923670458500504,0.8303236505169366,-0.36707185836528633,-0.6735313479542322,0.38027244639508934,0.5859549780306469,0.7070277772726763,0.0,0.9801960588110281,0.5089558635832983,-0.22419379050133287,-0.5270513758334839,1.5026139891435528,0.07917362779513014,0.0,0.2701986464692519,-0.014450476185306989,-0.4087219199556291,-0.13512012758897257,1.0264026094680874,freestyle
98019,103012,-1.5974830784562715,0.660920982629285,0.7001373206439376,1.0560115502259382,0.43723993746348144,0.5599819911505433,0.7190523926324162,0.7325868196450406,-0.041739193545617025,-1.5251736932813968,-0.06287408759889311,-0.18534139073625,0.045201359662228276,-0.26736468561625143,-0.3002075493921153,-0.10755924887881711,-0.12336522356869634,-0.3068392068421423,-0.24376836801924104,0.7650148340857504,0.7848912611504811,-0.12000349995572755,-0.20173707652081405,1.3606855511088687,0.5720443589745651,0.7337684100845978,1.005231072810681,0.5451607524109987,0.2789334260832508,0.2192777415257137,0.20546657943076732,-0.6729785304495342,0.10173989755638183,0.5451607524109987,0.5840968899979989,0.0,-0.7701540462086657,-0.015555389125017,-0.3269466229829463,-0.452664389987316,-0.33351326090831895,-0.7540005740533042,0.0,0.5214430841521477,0.26198144205119545,0.14810806462488874,0.6224719804186516,0.5158703093317429,freestyle
100519,105512,-1.2370645404392437,0.8261249323175993,0.9200071348990456,1.2702505022646076,0.4980322272190663,0.7106097719605239,0.9376555821194685,0.9238425640615031,-0.5634791128658339,0.5489378857395606,-0.1038556370053463,-0.23416017398699696,0.13515834519083644,-0.5804577064152393,-0.6064929475451463,-0.0952059397989878,-0.2641862099401471,0.42373033325819603,-1.4290136361938977,0.38837569277567036,0.34923615110494177,0.9789042448946269,-1.082432518905146,-0.04559619446365508,0.43833140429425216,0.420421183598818,0.26609057809694564,0.4900375831818404,0.3231597657093475,0.2699971425135185,0.3524673264872824,-1.147838543061639,-0.3674057447258317,0.4900375831818404,0.5220355520457404,0.0,0.9801960588110281,-1.1921007098935448,0.29686036211565997,0.6308246903098996,0.4059521771624159,0.5712121798351978,0.0,-0.47979472927457323,0.022139455572426536,0.06041617766020006,-0.6464472149384557,0.38890914800477905,freestyle
