timestamp_ms,ax_g,ay_g,az_g
4260,0.34,0.56,0.767
4270,0.34,0.564,0.757
4280,0.37,0.579,0.768
4290,0.389,0.57,0.774
4300,0.401,0.571,0.772
4310,0.389,0.572,0.762
4320,0.389,0.572,0.762
4330,0.376,0.559,0.759
4340,0.358,0.542,0.774
4350,0.314,0.528,0.779
4360,0.295,0.531,0.756
4370,0.318,0.572,0.778
4380,0.351,0.594,0.772
4390,0.373,0.57,0.764
4400,0.378,0.542,0.76
4410,0.342,0.529,0.751
4420,0.3,0.544,0.751
4430,0.301,0.547,0.76
4440,0.314,0.545,0.76
4450,0.332,0.552,0.768
4460,0.359,0.569,0.765
4470,0.385,0.574,0.78
4480,0.386,0.559,0.79
4490,0.354,0.541,0.781
4500,0.334,0.571,0.77
4510,0.319,0.591,0.762
4520,0.32,0.587,0.759
4530,0.338,0.588,0.761
4540,0.358,0.586,0.758
4550,0.375,0.577,0.766
4560,0.382,0.574,0.777
4570,0.358,0.568,0.783
4580,0.342,0.564,0.783
4590,0.318,0.555,0.78
4600,0.316,0.571,0.775
4610,0.328,0.55,0.768
4620,0.342,0.537,0.756
4630,0.37,0.558,0.753
4640,0.383,0.574,0.762
4650,0.382,0.566,0.767
4660,0.379,0.541,0.778
4670,0.349,0.538,0.782
4680,0.327,0.541,0.773
4690,0.316,0.548,0.761
4700,0.335,0.552,0.764
4710,0.431,0.75,0.72
4720,0.356,0.582,0.72
4730,0.367,0.618,0.711
4740,0.355,0.614,0.744
4750,0.349,0.59,0.753
4760,0.345,0.579,0.755
4770,0.344,0.551,0.756
4780,0.344,0.551,0.762
4790,0.369,0.55,0.791
4800,0.36,0.536,0.787
4810,0.358,0.534,0.777
4820,0.37,0.555,0.784
4830,0.351,0.542,0.769
4840,0.347,0.539,0.763
4850,0.348,0.543,0.76
4860,0.348,0.542,0.76
4870,0.352,0.534,0.771
4880,0.358,0.533,0.779
4890,0.362,0.536,0.784
4900,0.358,0.535,0.786
4910,0.349,0.53,0.778
4920,0.358,0.551,0.781
4930,0.368,0.55,0.782
4940,0.366,0.546,0.775
4950,0.369,0.555,0.789
4960,0.356,0.549,0.785
4970,0.353,0.561,0.788
4980,0.357,0.561,0.793
4990,0.368,0.55,0.792
5000,0.381,0.552,0.793
5010,0.367,0.546,0.785
5020,0.357,0.556,0.785
5030,0.352,0.557,0.787
5040,0.341,0.544,0.774
5050,0.343,0.524,0.774
5060,0.364,0.526,0.78
5070,0.376,0.531,0.78
5080,0.382,0.527,0.771
5090,0.392,0.529,0.769
5100,0.404,0.52,0.786
5110,0.416,0.512,0.799
5120,0.423,0.478,0.816
5130,0.441,0.439,0.782
5140,0.425,0.458,0.736
5150,0.423,0.473,0.771
5160,0.476,0.633,0.809
5170,0.472,0.663,0.709
5180,0.467,0.628,0.727
5190,0.484,0.57,0.744
