timestamp_ms,ax_g,ay_g,az_g
103005,-0.317,0.465,0.452
103015,-0.259,0.474,0.466
103025,-0.204,0.457,0.479
103035,-0.16,0.447,0.481
103045,-0.132,0.464,0.493
103055,-0.084,0.509,0.533
103065,-0.039,0.567,0.591
103075,0.011,0.622,0.63
103085,0.071,0.669,0.648
103095,0.142,0.699,0.671
103105,0.198,0.724,0.701
103115,0.226,0.73,0.707
103125,0.242,0.719,0.707
103135,0.255,0.719,0.707
103145,0.287,0.705,0.695
103155,0.322,0.709,0.683
103165,0.343,0.718,0.695
103175,0.353,0.732,0.688
103185,0.361,0.741,0.665
103195,0.383,0.758,0.664
103205,0.398,0.763,0.636
103215,0.428,0.745,0.641
103225,0.462,0.736,0.653
103235,0.487,0.746,0.625
103245,0.525,0.764,0.633
103255,0.593,0.794,0.66
103265,0.66,0.809,0.701
103275,0.719,0.79,0.776
103285,0.758,0.752,0.803
103295,0.791,0.709,0.809
103305,0.841,0.679,0.78
103315,0.899,0.655,0.762
103325,0.981,0.62,0.784
103335,1.035,0.567,0.755
103345,1.037,0.468,0.751
103355,1.031,0.353,0.775
103365,1.027,0.243,0.764
103375,1.025,0.146,0.735
103385,1.035,0.065,0.694
103395,1.062,0.008,0.656
103405,1.116,-0.035,0.652
103415,1.177,-0.066,0.664
103425,1.205,-0.1,0.675
103435,1.209,-0.153,0.669
103445,1.194,-0.201,0.635
103455,1.181,-0.219,0.586
103465,1.192,-0.192,0.546
103475,1.228,-0.122,0.524
103485,1.282,-0.065,0.509
103495,1.34,-0.03,0.473
103505,1.367,-0.022,0.439
103515,1.369,-0.04,0.41
103525,1.357,-0.053,0.372
103535,1.353,-0.056,0.327
103545,1.37,-0.076,0.291
103555,1.405,-0.124,0.241
103565,1.439,-0.184,0.199
103575,1.427,-0.243,0.184
103585,1.395,-0.285,0.197
103595,1.366,-0.304,0.204
103605,1.347,-0.3,0.196
103615,1.333,-0.321,0.15
103625,1.317,-0.337,0.118
103635,1.318,-0.363,0.106
103645,1.301,-0.399,0.067
103655,1.292,-0.481,0.04
103665,1.295,-0.571,0.041
103675,1.303,-0.616,0.053
103685,1.307,-0.6,0.093
103695,1.318,-0.547,0.097
103705,1.331,-0.513,0.073
103715,1.344,-0.523,0.055
103725,1.37,-0.525,0.055
103735,1.385,-0.503,0.062
103745,1.372,-0.456,0.094
103755,1.35,-0.375,0.12
103765,1.321,-0.28,0.136
103775,1.301,-0.173,0.142
103785,1.285,-0.091,0.157
103795,1.247,-0.036,0.154
103805,1.187,-0.02,0.134
103815,1.135,-0.026,0.146
103825,1.079,-0.016,0.159
103835,1.043,-0.008,0.191
103845,1.029,-0.005,0.227
103855,1.042,0.018,0.259
103865,1.084,0.061,0.275
103875,1.116,0.093,0.281
103885,1.126,0.117,0.289
103895,1.117,0.14,0.293
103905,1.103,0.176,0.306
103915,1.092,0.214,0.333
103925,1.095,0.235,0.367
103935,1.096,0.246,0.36
103945,1.089,0.255,0.338
103955,1.073,0.29,0.336
103965,1.067,0.35,0.386
103975,1.065,0.417,0.478
103985,1.056,0.472,0.559
103995,1.028,0.509,0.57
104005,0.987,0.537,0.554
104015,0.968,0.569,0.563
104025,1.017,0.622,0.574
104035,1.13,0.684,0.56
104045,1.259,0.758,0.524
104055,1.377,0.832,0.488
104065,1.465,0.892,0.458
104075,1.532,0.941,0.446
104085,1.575,0.98,0.446
104095,1.587,1.006,0.444
104105,1.587,1.006,0.444
104115,1.571,1.017,0.444
104125,1.559,1.024,0.455
104135,1.541,1.017,0.466
104145,1.514,1.002,0.457
104155,1.501,0.974,0.471
104165,1.527,0.951,0.493
104175,1.584,0.935,0.518
104185,1.644,0.922,0.51
104195,1.684,0.908,0.48
104205,1.693,0.907,0.443
104215,1.676,0.912,0.41
104225,1.642,0.916,0.391
104235,1.602,0.928,0.365
104245,1.571,0.946,0.341
104255,1.562,0.97,0.331
104265,1.556,0.995,0.318
104275,1.54,1.01,0.307
104285,1.51,1.008,0.317
104295,1.48,1.004,0.334
104305,1.465,1.01,0.352
104315,1.453,1.018,0.358
104325,1.435,1.008,0.339
104335,1.427,0.971,0.309
104345,1.44,0.929,0.295
104355,1.467,0.901,0.31
104365,1.492,0.878,0.365
104375,1.52,0.858,0.406
104385,1.528,0.841,0.43
104395,1.511,0.813,0.451
104405,1.462,0.776,0.456
104415,1.392,0.719,0.475
104425,1.316,0.662,0.461
104435,1.246,0.614,0.435
104445,1.204,0.597,0.419
104455,1.197,0.603,0.418
104465,1.195,0.601,0.418
104475,1.165,0.569,0.416
104485,1.096,0.517,0.445
104495,0.996,0.443,0.465
104505,0.866,0.36,0.461
104515,0.717,0.278,0.445
104525,0.568,0.22,0.414
104535,0.425,0.186,0.381
104545,0.306,0.185,0.362
104555,0.208,0.211,0.37
104565,0.127,0.251,0.386
104575,0.061,0.294,0.394
104585,-0.003,0.319,0.411
104595,-0.065,0.317,0.424
104605,-0.117,0.273,0.426
104615,-0.149,0.204,0.417
104625,-0.174,0.119,0.391
104635,-0.205,0.042,0.356
104645,-0.23,-0.002,0.323
104655,-0.263,-0.01,0.283
104665,-0.299,-0.018,0.252
104675,-0.344,-0.028,0.242
104685,-0.4,-0.042,0.263
104695,-0.44,-0.042,0.291
104705,-0.467,-0.027,0.309
104715,-0.487,-0.011,0.316
104725,-0.502,-0.006,0.305
104735,-0.517,-0.012,0.273
104745,-0.532,-0.034,0.25
104755,-0.56,-0.056,0.252
104765,-0.607,-0.074,0.267
104775,-0.67,-0.09,0.282
104785,-0.731,-0.107,0.275
104795,-0.77,-0.115,0.271
104805,-0.766,-0.114,0.282
104815,-0.726,-0.107,0.29
104825,-0.675,-0.102,0.276
104835,-0.648,-0.105,0.253
104845,-0.67,-0.102,0.212
104855,-0.72,-0.112,0.211
104865,-0.752,-0.128,0.202
104875,-0.719,-0.162,0.173
104885,-0.633,-0.233,0.169
104895,-0.539,-0.32,0.167
104905,-0.48,-0.415,0.18
104915,-0.462,-0.496,0.229
104925,-0.486,-0.541,0.272
104935,-0.537,-0.542,0.303
104945,-0.599,-0.523,0.315
104955,-0.655,-0.511,0.315
104965,-0.691,-0.532,0.296
104975,-0.706,-0.57,0.232
104985,-0.708,-0.593,0.158
104995,-0.709,-0.587,0.138
105005,-0.692,-0.533,0.155
105015,-0.662,-0.427,0.166
105025,-0.633,-0.304,0.17
105035,-0.61,-0.193,0.177
105045,-0.591,-0.103,0.174
105055,-0.562,-0.045,0.18
105065,-0.532,-0.02,0.187
105078,-0.512,-0.007,0.204
105088,-0.498,0.012,0.22
105098,-0.488,0.045,0.226
105108,-0.463,0.089,0.236
105118,-0.427,0.154,0.256
105128,-0.382,0.249,0.227
105138,-0.34,0.376,0.197
105148,-0.319,0.556,0.168
105158,-0.326,0.759,0.105
105168,-0.373,0.964,0.067
105178,-0.427,1.124,0.053
105188,-0.462,1.196,0.019
105198,-0.475,1.171,-0.014
105208,-0.471,1.113,-0.048
105218,-0.509,1.081,-0.08
105228,-0.598,1.085,-0.007
105238,-0.686,1.092,0.063
105248,-0.72,1.051,0.062
105258,-0.674,0.991,0.004
105268,-0.611,0.928,-0.053
105278,-0.577,0.894,-0.063
105288,-0.578,0.884,-0.084
105298,-0.596,0.859,-0.067
105308,-0.603,0.83,-0.094
105318,-0.609,0.816,-0.167
105328,-0.595,0.851,-0.2
105338,-0.584,0.907,-0.222
105348,-0.565,0.967,-0.262
105358,-0.537,1.014,-0.269
105368,-0.493,1.042,-0.205
105378,-0.423,1.017,-0.1
105388,-0.423,1.017,-0.004
105398,-0.324,0.924,-0.016
105408,-0.229,0.792,0.072
105418,-0.153,0.673,0.111
105428,-0.099,0.598,0.155
105438,-0.077,0.586,0.202
105448,-0.05,0.627,0.261
105458,-0.039,0.66,0.303
105468,-0.006,0.651,0.291
105478,0.061,0.635,0.276
105488,0.142,0.644,0.259
105498,0.217,0.692,0.248
105508,0.281,0.771,0.224
105518,0.337,0.871,0.213
105528,0.377,0.958,0.177
105538,0.403,1.006,0.113
105548,0.437,1.011,0.062
105558,0.473,0.985,0.018
105568,0.508,0.958,0.011
105578,0.567,0.951,0.08
105588,0.64,0.964,0.168
105598,0.703,0.954,0.215
105608,0.782,0.912,0.251
105618,0.864,0.831,0.284
105628,0.94,0.722,0.37
105638,1.01,0.603,0.488
105648,1.047,0.497,0.503
105658,1.049,0.403,0.463
105668,1.063,0.34,0.431
105678,1.137,0.311,0.469
105688,1.27,0.319,0.554
105698,1.371,0.34,0.603
105708,1.385,0.332,0.639
105718,1.318,0.321,0.642
105728,1.224,0.32,0.593
105738,1.164,0.337,0.543
105748,1.196,0.361,0.574
105758,1.317,0.38,0.607
105768,1.432,0.367,0.591
105778,1.479,0.306,0.586
105788,1.461,0.228,0.576
105798,1.407,0.17,0.548
105808,1.348,0.144,0.508
105818,1.313,0.154,0.465
105828,1.333,0.167,0.458
105838,1.436,0.181,0.462
105848,1.541,0.183,0.448
105858,1.584,0.14,0.432
105868,1.573,0.066,0.406
105878,1.541,0.002,0.392
105888,1.493,-0.045,0.377
105898,1.447,-0.063,0.354
105908,1.415,-0.064,0.32
105918,1.396,-0.06,0.275
105928,1.382,-0.08,0.227
105938,1.369,-0.118,0.187
105948,1.375,-0.166,0.15
105958,1.386,-0.201,0.131
105968,1.405,-0.2,0.125
105978,1.439,-0.173,0.14
105988,1.458,-0.154,0.14
105998,1.454,-0.166,0.13
106008,1.431,-0.194,0.135
106018,1.395,-0.228,0.153
106028,1.348,-0.268,0.18
106038,1.318,-0.287,0.213
106048,1.314,-0.257,0.247
106058,1.324,-0.187,0.28
106068,1.348,-0.091,0.307
106078,1.359,-0.021,0.331
106088,1.341,-0.007,0.344
106098,1.293,-0.034,0.326
106108,1.239,-0.066,0.294
106118,1.208,-0.068,0.267
106128,1.211,-0.035,0.258
106138,1.232,0.028,0.257
106148,1.25,0.095,0.261
106158,1.26,0.162,0.265
106168,1.265,0.215,0.274
106178,1.26,0.246,0.289
106188,1.25,0.232,0.298
106198,1.238,0.19,0.289
